Date,Open,High,Low,Close,Volume
2023-01-03,358.4636535644531,362.4019608875993,354.99677421608453,359.71096404816734,2006700
2023-01-04,356.6074523925781,360.55556039785034,353.8967940765395,358.11992420374855,1886200
2023-01-05,352.502197265625,355.0262205503976,346.64874590455804,354.4958978211187,2008500
2023-01-06,356.4503479003906,360.1431257150441,351.18617335789105,353.5629150298945,2131300
2023-01-09,343.57470703125,358.44400439553186,342.55332476049443,357.49134768222814,2980600
2023-01-10,346.4425354003906,346.8943018240895,337.20079046253625,342.7595885322079,2465200
2023-01-11,353.96551513671875,355.2913817913986,344.723771678289,348.00404556714744,2602800
2023-01-12,352.6986083984375,354.0539375596339,346.76660060863605,352.8262886776657,2019700
2023-01-13,355.1539611816406,356.81374512494153,352.22726497564815,353.1406286920726,1690900
2023-01-17,351.3432922363281,355.5271293718773,350.1745680597019,355.15391930244743,2435200
2023-01-18,345.71575927734375,352.58076230048835,345.2934252792336,349.94869026542796,2302300
2023-01-19,344.8023681640625,349.4379716187775,344.154195918812,346.06931022357344,2658300
2023-01-20,339.88201904296875,342.82837681899423,335.47228319062447,340.7953827602804,5391900
2023-01-23,336.09100341796875,340.41232190845034,334.1365957987779,340.41232190845034,3403100
2023-01-24,340.1963195800781,340.4320186216697,335.2562307154681,339.8132786655892,2242500
2023-01-25,343.4765625,343.5256564717968,338.92934575694267,339.3712814188134,2503300
2023-01-26,341.78729248046875,345.8827125217256,340.5301811765473,344.7238191264647,2576200
2023-01-27,335.98297119140625,341.86585537862214,335.4231560760159,339.92124864869163,2363600
2023-01-30,334.4115905761719,341.58104881121835,333.39017820694977,338.1730939580125,2647700
2023-01-31,337.9963073730469,338.2418371662819,333.3116097080048,334.58835264406787,2406700
2023-02-01,336.4445495605469,339.75428615447555,331.484830088794,336.66061696288716,2990900
2023-02-02,324.78680419921875,329.3045281629414,311.3317602985056,328.027785298741,13036600
2023-02-03,333.0169372558594,336.20882438851646,323.480569014729,326.9965722405027,5670700
2023-02-06,331.62237548828125,337.2793917193884,328.6367247027636,335.86513766161164,3055700
2023-02-07,333.6062316894531,334.86334302522704,326.7412282982711,330.04113431521574,2464100
2023-02-08,334.6374816894531,336.73920116621184,331.77951125598156,332.5062698640338,2399400
2023-02-09,335.6785583496094,341.1391391689308,334.4116160815731,334.7946569887081,3072800
2023-02-10,338.9489440917969,342.19975596391345,336.6016949928976,337.1320177351044,1980000
2023-02-13,344.1345520019531,344.5372244592502,339.81323363793143,340.2748308478184,2291600
2023-02-14,342.4497375488281,348.61770485332204,342.17385566035495,345.38593270169133,2028900
2023-02-15,330.08428955078125,341.76989512893095,329.433990056564,340.7649032208891,3600700
2023-02-16,321.27569580078125,328.04467918424143,320.9308359488609,326.13320121871897,3654200
2023-02-17,323.5714416503906,326.71454063948335,315.78760346030685,318.3986337933965,3695600
2023-02-21,322.6945495605469,326.84264047606547,321.53187653835556,322.3398270932546,2515600
2023-02-22,324.2315673828125,327.7096632639214,321.5318341853355,323.87684496224523,2379800
2023-02-23,322.704345703125,327.9362684721492,320.90126607666645,323.18716150504355,2229500
2023-02-24,316.9107971191406,322.418601231357,315.38356942366374,321.2066756487499,2594600
2023-02-27,311.964599609375,318.6449092460186,311.2551848661533,317.85668400637917,3043500
2023-02-28,306.6440734863281,310.85128002754806,305.0873177615261,310.85128002754806,3966900
2023-03-01,309.5506591796875,312.2503623561391,304.65373366726465,305.4419589531452,3580800
2023-03-02,310.4176940917969,311.6493148905564,305.9641641082747,307.2056474954618,2885200
2023-03-03,313.74798583984375,315.4525597648066,310.60488731320953,311.71827727058263,3002800
2023-03-06,314.27020263671875,315.5313811121422,311.84638136200294,312.27991428188597,2673700
2023-03-07,306.06268310546875,315.63976711742424,305.0478288253554,314.30961071348435,2620800
2023-03-08,307.9446105957031,308.42739631207525,304.771954311973,305.93459709406346,2313200
2023-03-09,312.1912536621094,314.0830064163627,307.717998393139,307.717998393139,3920300
2023-03-10,310.3880920410156,321.7288643574376,309.7180976387606,314.16179446771935,4597300
2023-03-13,319.7188720703125,326.9213875395331,312.5754719893561,312.5754719893561,5275600
2023-03-14,322.2609558105469,322.46785967060777,316.7137313199971,319.285340930206,4214300
2023-03-15,324.62567138671875,326.48786632136313,319.72874609128706,321.2066909884733,4743500
2023-03-16,324.684814453125,326.82292148360693,320.2608419724867,322.8226193597477,3498200
2023-03-17,324.3399658203125,330.0251471168301,323.27585859712525,326.62586141841194,8679800
2023-03-20,328.69500732421875,329.0300046165704,324.1724987741651,324.3399823859054,3540900
2023-03-21,326.2120361328125,329.52264886256046,323.25614587037035,329.4733960524013,3240400
2023-03-22,326.1036682128906,330.6655969996689,325.7883660347541,326.8918935893612,2472200
2023-03-23,327.7491455078125,330.40942885508287,325.3548514057351,326.0248760892795,2703400
2023-03-24,331.18780517578125,331.9760305572467,323.9360053770414,328.0939589123441,2791900
2023-03-27,329.6802062988281,331.27638177610004,318.50694788906253,322.9801722325904,3102300
2023-03-28,332.6853942871094,333.84803707015215,329.7984824369067,330.86258954519565,2433200
