Date,Open,High,Low,Close,Volume
2023-01-03,327.64715576171875,329.89948615223085,324.42008050007047,326.9657787434166,1589700
2023-01-04,329.0477600097656,331.51773356006447,326.5682847839366,329.36004456146316,1881000
2023-01-05,325.3190612792969,326.62503602994775,321.89326019742583,325.78276606913437,1397800
2023-01-06,329.4073486328125,330.2780082387294,322.6598594289649,328.6691926349477,3097800
2023-01-09,334.0633850097656,337.37562820391344,330.7511418156178,333.0034718085133,1989000
2023-01-10,338.18951416015625,338.3220177640049,331.6975307028915,333.7227448956297,1610100
2023-01-11,344.9276123046875,345.8928843757423,337.10123498729274,339.6185437127019,2127000
2023-01-12,350.0946960449219,350.24611636465636,343.12006182484186,346.59316974218507,2103100
2023-01-13,353.9369201660156,354.2681503326403,342.92132942977156,343.9907156543577,3310200
2023-01-17,331.1486511230469,347.1136600197522,325.54621517769783,345.23039338044,14448300
2023-01-18,330.3631896972656,335.75742681028083,329.1423831943356,329.63450646584386,5585200
2023-01-19,331.93414306640625,333.26850759185965,326.9846941284883,327.4673446046344,3100400
2023-01-20,323.5020446777344,333.35360536657294,320.06677082341554,331.1012754631646,11247200
2023-01-23,330.4105224609375,330.80797553691656,318.1268195577917,323.3412468048611,4915700
2023-01-24,329.6439208984375,331.5082419491678,321.7607941491896,321.7607941491896,2372000
2023-01-25,330.87420654296875,331.1864910830351,325.451580303498,326.25598808066144,1985200
2023-01-26,335.9277648925781,335.95615439829425,330.7701166038514,332.8615827533425,1919200
2023-01-27,334.72589111328125,336.8930240207684,332.95618239007314,333.06976928904623,2427400
2023-01-30,338.2841491699219,342.8928947472195,333.4955937795884,334.33786383859524,3184500
2023-01-31,346.18621826171875,346.2903323590391,337.71632706129554,339.8929615058842,2311500
2023-02-01,346.0915832519531,349.14832122001275,339.51443134832414,339.8361886796244,2889400
2023-02-02,349.64990234375,352.88645025581536,344.99382144718584,348.2587588637222,2619600
2023-02-03,350.10406494140625,354.4762206845222,345.83599439195285,346.0063313709267,2243100
2023-02-06,350.9085998535156,351.34394416754185,346.1579057487166,349.2051715445138,1816200
2023-02-07,354.3154296875,356.1229718330057,347.63416336980487,348.4196544665736,2205500
2023-02-08,354.9778747558594,358.0535294457667,352.0252508744238,352.9148271567116,1893200
2023-02-09,348.249267578125,359.3121630270293,348.0694577658645,356.8138001248099,2052500
2023-02-10,351.3628234863281,352.2618726473561,345.00331419280064,347.3124236248863,1933400
2023-02-13,353.9557800292969,354.9399975753316,348.25873182414296,349.2902555804656,1570600
2023-02-14,351.8359680175781,356.8232499912056,349.56472110118034,353.8800989064776,2155500
2023-02-15,354.2586364746094,354.2870259781451,348.49533621307614,348.95904106431755,1687200
2023-02-16,350.34075927734375,354.1734868615318,349.0158386937237,350.86124316342796,1947800
2023-02-17,348.73193359375,351.1546008898251,347.179897014451,348.3060621497912,1857300
2023-02-21,341.747802734375,347.04739790233157,340.77305798359055,347.04739790233157,2403000
2023-02-22,341.5301818847656,343.52697772738634,338.8330634736215,342.23047557281694,2203800
2023-02-23,344.03802490234375,348.14520357064924,340.31882650468873,343.71626755566245,1931400
2023-02-24,344.3313903808594,345.59003025425216,340.24312845025344,340.8488097201828,2428600
2023-02-27,345.9212341308594,350.4353382862239,344.95596217072585,348.4669320693427,2842400
2023-02-28,332.78582763671875,346.3755044427281,332.48298701653295,346.3660316482,4945600
2023-03-01,330.002685546875,336.0169421799096,329.74532146047255,333.0145841742162,2717400
2023-03-02,332.7381896972656,333.3863120919692,324.53171291847957,327.86767294019063,3259800
2023-03-03,340.353759765625,341.00188227308456,333.1766799766432,334.2060783941548,2396200
2023-03-06,340.3155517578125,342.0407172497388,337.1511776438154,341.2782237713143,1614200
2023-03-07,329.8597106933594,339.50542514554746,329.43081900456093,338.885866449623,2048500
2023-03-08,332.9192810058594,333.30052775545596,328.9923842192159,329.96456779377655,1584600
2023-03-09,326.0567626953125,337.6849790350234,325.06549775637006,332.8335430216056,3177800
2023-03-10,312.31256103515625,323.99793156125673,310.74941166536615,322.9876146611769,4559700
2023-03-13,300.7225036621094,310.82567344530673,299.7979650211267,304.68753386017625,5660700
2023-03-14,307.05126953125,311.08302575689356,304.00126655487543,309.5484691033121,3785900
2023-03-15,297.5580749511719,297.8630839604936,290.14271429969,296.2046156518442,6596700
2023-03-16,300.32220458984375,303.40082984465266,290.6288734028267,294.5176371729268,4399100
2023-03-17,289.3135070800781,295.85197438161276,287.72176487790597,295.5565059809464,6369800
2023-03-20,295.02276611328125,297.5676397931066,291.90603685350635,292.4016547185501,3963700
2023-03-21,302.4095153808594,305.3070428466956,300.56997884525316,302.7335765513345,3242400
2023-03-22,298.96875,307.1180121339401,298.7971642353886,302.4095405182929,2505900
2023-03-23,300.0934753417969,306.2983419737736,297.98706275366425,300.4365887390601,2585900
2023-03-24,297.9203186035156,298.09187529180474,291.0482195764198,295.6137275854351,2456700
2023-03-27,303.6009216308594,305.8598382308538,302.3046769828791,303.6866999601587,2300600
2023-03-28,303.51513671875,305.58341537282587,301.3038650983501,304.1346662528704,1224300
2023-03-29,305.68829345703125,307.58501557110867,303.7438973222052,307.3848661282954,1475900
2023-03-30,306.0886535644531,309.6438153238846,304.8876986069701,309.3483468958156,1456300
2023-03-31,311.77880859375,311.98849867216893,307.3086489403303,308.3094253084926,2281100
2023-04-03,311.2164611816406,313.561185420643,308.0044129461294,310.8542956748819,1808800
2023-04-04,307.52783203125,311.55004759338146,305.116410818304,311.50240265958166,1536800
2023-04-05,306.4603576660156,307.0989685436447,304.4015902186139,304.6398730839993,1329300
2023-04-06,307.2895812988281,308.08069671085525,304.98301942137664,305.36426619339807,1311000
2023-04-10,309.7295837402344,309.75817651986466,306.25065981132116,307.28956958757254,1114400
2023-04-11,312.026611328125,313.7708580206544,308.50004271843034,310.7684709412614,1559600
2023-04-12,314.7621154785156,316.50636229172636,311.8455356172502,316.17276047235015,1862400
2023-04-13,316.56353759765625,317.3355717072646,311.67396884529563,314.60960076874596,1765500
2023-04-14,321.12908935546875,323.7120676691539,318.6509415486757,320.75735409518006,2275700
2023-04-17,323.7596740722656,324.493603882211,318.04088554683216,320.2521574242761,3012100
2023-04-18,318.2601623535156,320.776414543876,310.84479998804795,312.62715134940044,7549500
2023-04-19,321.1004943847656,321.19578426773955,316.1251466458129,317.3737466203365,2625400
2023-04-20,322.83514404296875,323.4070287282212,318.65091211894446,319.25138958409633,2217900
2023-04-21,325.6468505859375,326.3140250582052,320.25212381922586,323.1115177818975,2278900
2023-04-24,327.839111328125,328.8875618235053,325.5230087023752,325.9614410596194,1966300
2023-04-25,323.5690612792969,327.37204629422985,322.4729368888642,325.0178105499232,2138200
2023-04-26,320.78594970703125,324.6366092842487,318.95595343378574,321.7581334092388,2041900
2023-04-27,325.58966064453125,327.2671519673486,322.88277122016365,324.1980970792228,1768200
2023-04-28,327.3434753417969,327.97254560430963,323.7787729414888,324.1123456871538,1712500
