Date,Open,High,Low,Close,Volume
2023-01-03,143.35275268554688,143.48516211294415,141.0355660587768,142.76635570860591,6447300
2023-01-04,143.97695922851562,145.07407415101335,143.03117348806137,143.74997988699548,7313400
2023-01-05,142.18942260742188,144.21340348414387,141.99081568659327,143.9580517287928,5373800
2023-01-06,145.57534790039062,146.08608031158712,143.52299445609881,143.61757880825994,7882200
2023-01-09,143.7972412109375,146.40761879274393,143.7594161355178,145.12134975532229,5727000
2023-01-10,143.65538024902344,144.4214643081988,142.75688677754053,143.85400158325655,4716400
2023-01-11,142.4920654296875,144.28905234083243,141.2530885725615,144.0620730274923,8691300
2023-01-12,141.68817138671875,143.50407842935326,141.4138998487961,143.47570600927665,7801600
2023-01-13,142.7001495361328,142.8609313716597,141.3192960787484,141.49899766890917,5535800
2023-01-17,142.28399658203125,143.88237665178912,142.24615707407767,142.61501290313382,9611800
2023-01-18,138.4724884033203,141.8016436910996,138.12253787934677,141.5462919417001,10461200
2023-01-19,135.5440216064453,139.1605621370878,135.37271890002233,136.39105220643964,12683700
2023-01-20,136.06748962402344,136.23879235421268,133.3836306742325,135.44887706886905,8603300
2023-01-23,134.2401885986328,136.76224228705956,133.89756861434623,136.43866078026204,7473100
2023-01-24,134.97303771972656,135.50599899243497,133.06006980334152,133.89758867308643,6822500
2023-01-25,134.87783813476562,134.9063885896301,132.03218844908014,133.61204805472906,6902600
2023-01-26,134.33534240722656,134.896868537524,133.94514804006693,134.88734203840394,5398600
2023-01-27,133.78335571289062,134.53520850724766,132.56514013024662,134.25921595598047,6870800
2023-01-30,134.20211791992188,135.25852837736903,133.50736594116418,134.1545435071293,6369300
2023-01-31,135.5059814453125,135.59163281259816,133.96418422365224,134.41149406006002,9373400
2023-02-01,136.27685546875,137.14292457569104,134.5256933015145,135.22044517356196,7207900
2023-02-02,135.3061065673828,135.8200437880872,134.39246298717947,135.3061065673828,6444300
2023-02-03,135.724853515625,136.45768232593903,134.3543737485292,135.88664424894858,5993100
2023-02-06,134.5732879638672,135.75342674400397,134.20211750817882,135.15383811477506,6108100
2023-02-07,133.25991821289062,133.99273259552038,132.07977947870634,133.21232927999304,6278300
2023-02-08,131.87991333007812,132.80306883146534,131.72763456861347,132.3462470691734,7123800
2023-02-09,130.4333038330078,132.60322551777134,130.385714901251,132.17495417616595,6547400
2023-02-10,131.58486938476562,131.622946336646,129.27219557055682,130.338117869573,8108900
2023-02-13,133.30747985839844,133.6691237257658,132.04169001736156,132.23203118788658,5081600
2023-02-14,132.5556182861328,133.4692762745792,131.92747932670727,133.37409842420521,5253500
2023-02-15,132.2510986328125,132.59371862365282,131.4040678946383,132.3938509114528,5530300
2023-02-16,130.51893615722656,131.5277574660544,129.95742460187537,130.7568662591992,7595700
2023-02-17,133.25038146972656,133.27893192284967,129.99549911477098,129.99549911477098,8034700
2023-02-21,133.15521240234375,134.08789438246146,132.16541499633576,132.16541499633576,6899500
2023-02-22,133.71673583984375,134.7445957654643,133.12667375224976,133.22183709296652,6126300
2023-02-23,133.2884521484375,134.32582395535715,132.3843206238552,133.45975485911342,5835400
2023-02-24,132.53660583496094,132.69839659468312,131.41358249497017,132.22253629358116,5260700
2023-02-27,132.42242431640625,133.68821465409562,131.8418740791518,132.8697342298042,5820900
2023-02-28,130.91867065429688,131.8989416150001,130.65219007403402,131.76570132486867,6709900
2023-03-01,131.01385498046875,131.6515060091498,129.9193676298435,131.38502541573394,7101800
2023-03-02,133.17425537109375,133.65011566674767,131.12806190862344,131.33744160047945,5924600
2023-03-03,134.14498901367188,134.42099606521302,133.2123070771661,134.3734071402472,5259400
2023-03-06,133.573974609375,134.32582739565598,133.18376572892822,133.93561851520923,4943100
2023-03-07,130.91867065429688,133.83093308295713,130.70929098093285,133.65010386304252,5606800
2023-03-08,130.93771362304688,131.04240346332077,130.00503156012692,130.5760551708093,5518800
2023-03-09,129.9764862060547,131.87040086064195,129.5291763729775,131.48019193866335,4467200
2023-03-10,130.56654357910156,131.32792291769704,129.76710180852265,130.33812542089203,5928000
2023-03-13,131.47067260742188,134.49715142530312,130.42377422215733,130.42377422215733,8337100
2023-03-14,133.09811401367188,133.3455561087989,130.7663872361631,131.61341787660402,9219700
2023-03-15,134.98251342773438,135.28705642083173,132.10831359697602,132.10831359697602,8823500
2023-03-16,135.99134826660156,136.21023992604026,134.77314712922515,135.08721665212573,7063400
2023-03-17,136.02943420410156,136.46723212073186,134.69703101801903,135.6202012691282,16018800
2023-03-20,138.1232147216797,138.38016882664238,136.31493687631684,136.57190550338336,8379200
2023-03-21,137.1239013671875,138.21837421303948,135.94376263330008,137.9138311823577,7753200
2023-03-22,137.0382537841797,138.7132768044267,136.88597500358347,137.08582819627517,5729100
2023-03-23,136.84788513183594,138.1136751471336,136.27686154164837,137.27617097710467,5788400
2023-03-24,139.6364288330078,139.67449126216826,137.33326703310007,137.33326703310007,6144800
2023-03-27,138.90362548828125,140.30265600076748,138.82748609388895,139.79824521976002,5917200
2023-03-28,139.29380798339844,139.7316057874793,138.7608468459795,139.4746371954731,4213800
2023-03-29,139.72210693359375,140.1789287814663,139.19865766931025,139.97907557644288,4987700
2023-03-30,140.3311767578125,140.4168281125868,139.2367040545367,139.82676608356175,4117700
2023-03-31,141.51133728027344,141.51133728027344,140.44541486331042,140.60720562144917,7685900
2023-04-03,142.29173278808594,142.8247084893545,139.988570822633,141.26387286165104,5721700
2023-04-04,142.97698974609375,144.38554676955343,142.8342374568737,142.8342374568737,6714300
2023-04-05,143.95724487304688,144.99463130724106,143.8525550318751,144.02387228202124,6094800
2023-04-06,144.87088012695312,145.57515844934008,144.10950090422955,144.53777217885505,5399700
2023-04-10,143.67173767089844,144.34745111516125,142.29173128402104,144.32841263836286,4891800
2023-04-11,143.38619995117188,144.12854070659068,143.25295967512494,143.95722348190125,6311800
2023-04-12,143.77642822265625,145.0517302545141,142.69145287131414,143.05311132176152,6137900
2023-04-13,144.44264221191406,144.53780556041986,142.58678991185334,143.61463539949915,5489500
2023-04-14,143.7097930908203,144.27130469110244,143.24344482568142,144.04290106907698,4478800
2023-04-17,143.7573699951172,144.15709082232996,143.08164211824024,143.87157179657774,4296400
2023-04-18,143.90968322753906,144.27132719285177,142.8532727445983,143.69077702615272,4158400
2023-04-19,143.93821716308594,144.56634167162764,143.43380644753586,143.8715897558497,3837600
2023-04-20,144.46588134765625,144.95429237139834,144.0061849115231,144.0061849115231,5370900
2023-04-21,149.46498107910156,151.41863997321516,147.96141790875504,148.38279904217757,14876900
2023-04-24,149.73312377929688,150.5950290702611,148.65094178771224,148.65094178771224,8109800
2023-04-25,149.77142333984375,151.25582876313732,149.19681007501325,149.88634014760092,8341800
2023-04-26,148.0380401611328,149.39794275831878,147.80819191158534,148.72757029675157,4843700
2023-04-27,149.84805297851562,149.98212747070795,148.4498350344896,148.72757016240323,4805600
2023-04-28,149.76185607910156,150.70994899616784,149.16808512504556,149.66608232789238,5754000
2023-05-01,149.94381713867188,150.7386778974227,149.2064001722998,149.42666226401306,3844600
2023-05-02,149.8097381591797,150.28857772055997,149.0819072865702,149.96297032594708,5262900
2023-05-03,149.6182098388672,150.9015110085618,148.85206359459295,150.01086179834857,5775000
2023-05-04,148.9286651611328,149.97254644103683,148.5264417100324,149.49370691167593,4892600
2023-05-05,149.4266815185547,149.6948305203294,148.14339492248646,148.82333895804928,3988200
2023-05-08,148.72756958007812,149.13936458554807,148.31575996158458,148.7754564584644,4950700
2023-05-09,147.20484924316406,149.378770106776,147.08034629384787,149.254281770482,4472100
2023-05-10,147.5113067626953,147.78904187775606,145.9886005404729,146.95585114559682,4754900
2023-05-11,147.8560791015625,148.33491866269367,146.89839997930014,148.25830257934982,3495300
2023-05-12,149.35963439941406,149.44582200871116,147.85607124312403,148.15294941716272,5252200
